OriginalTraitName,OriginalTraitValue,Location,Latitude,Longitude,Consumer,ConCommon,ConGenus,ConSpecies,ConSize,ConSizeUnit,ConSizeType,ConSizeSI,ConSizeUnitSI,CitationID,Citation,DOI,FigureTable
Egg number,8209.982,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,3.8619633,kg,weight,3.8619633,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,7401.0327,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,4.607362,kg,weight,4.607362,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,7091.222,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,4.5981593,kg,weight,4.5981593,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,7160.069,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,4.8558283,kg,weight,4.8558283,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,6936.317,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.1503067,kg,weight,5.1503067,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,6299.484,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.334356,kg,weight,5.334356,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,5955.2495,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.9141107,kg,weight,5.9141107,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,5869.191,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,6.006135,kg,weight,6.006135,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,6316.6953,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,6.088957,kg,weight,6.088957,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,6695.353,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.4539876,kg,weight,5.4539876,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,6867.4697,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.3435583,kg,weight,5.3435583,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,6953.5283,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.3435583,kg,weight,5.3435583,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,6936.317,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.53681,kg,weight,5.53681,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,7005.1636,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.53681,kg,weight,5.53681,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,7246.1274,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.53681,kg,weight,5.53681,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,7366.6094,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.3435583,kg,weight,5.3435583,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,8192.771,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.5,kg,weight,5.5,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,7246.1274,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.8957057,kg,weight,5.8957057,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,8227.194,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,6.4846625,kg,weight,6.4846625,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,9173.838,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,6.659509,kg,weight,6.659509,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,9380.379,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.7760735,kg,weight,5.7760735,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,8950.086,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.4079757,kg,weight,5.4079757,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,8812.393,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,5.159509,kg,weight,5.159509,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,8846.815,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,4.9662576,kg,weight,4.9662576,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,9432.014,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,4.8742332,kg,weight,4.8742332,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Egg number,9466.4375,Ireland,53,7,Salmo Salar,Atlantic Salmon,Salmo,salar,4.9662576,kg,weight,4.9662576,kilogram,22,"de Eyto, E., White, J., Boylan, P., Clarke, B., Cotter, D., Doherty, D., � O�Higgins, K. (2015). The fecundity of wild Irish Atlantic salmon Salmo salar L. and its application for stock assessment purposes. Fisheries Research, 164, 159�169. ",https://doi.org/10.1016/J.FISHRES.2014.11.017,Figure 5 
Number of eggs,1675.0642,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.2228814,kg,weight,1.2228814,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,1551.2416,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.0746846,kg,weight,1.0746846,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,2235.4773,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.1675465,kg,weight,1.1675465,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,2607.8508,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.4084338,kg,weight,1.4084338,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,2856.2373,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.5381612,kg,weight,1.5381612,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,2172.1663,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.4082623,kg,weight,1.4082623,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,2170.6843,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.741595,kg,weight,1.741595,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,1984.7032,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.5748552,kg,weight,1.5748552,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,1923.2859,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.3896458,kg,weight,1.3896458,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,1798.0636,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.5562632,kg,weight,1.5562632,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,2668.8567,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.6862355,kg,weight,1.6862355,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,2979.8953,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.723395,kg,weight,1.723395,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,2854.5906,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.9085308,kg,weight,1.9085308,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,2667.2925,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,2.038087,kg,weight,2.038087,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,3477.1619,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.8717388,kg,weight,1.8717388,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,3477.8206,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.723591,kg,weight,1.723591,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,3913.5051,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.7237624,kg,weight,1.7237624,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,4659.8994,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,1.8351673,kg,weight,1.8351673,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,4158.9277,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,2.5201552,kg,weight,2.5201552,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,3284.43,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,3.2235148,kg,weight,3.2235148,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,4092.653,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,3.4275367,kg,weight,3.4275367,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,5400.1187,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,3.3354585,kg,weight,3.3354585,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,5833.992,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,3.7430367,kg,weight,3.7430367,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,6953.912,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,3.83607,kg,weight,3.83607,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,6454.8345,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,4.095133,kg,weight,4.095133,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,5397.402,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,3.9465687,kg,weight,3.9465687,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,4090.8418,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,3.8349433,kg,weight,3.8349433,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,3716.986,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,3.9273887,kg,weight,3.9273887,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,2968.1223,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,4.3715386,kg,weight,4.3715386,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,4084.667,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,5.2238297,kg,weight,5.2238297,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,3899.921,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,4.7793126,kg,weight,4.7793126,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,4586.1323,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,4.427731,kg,weight,4.427731,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,4587.697,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,4.0758796,kg,weight,4.0758796,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,5769.693,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,4.2059746,kg,weight,4.2059746,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,5706.876,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,4.3355794,kg,weight,4.3355794,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,5147.451,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,4.1686926,kg,weight,4.1686926,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,5022.064,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,4.372347,kg,weight,4.372347,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
Number of eggs,4959.247,"Miramichi River, Canada",47,65,Salmo Salar,Atlantic Salmon,Salmo,salar,4.5019517,kg,weight,4.5019517,kilogram,23,"Reid, J. E., & Chaput, G. (2012). Spawning history influence on fecundity, egg size, and egg survival of Atlantic salmon (Salmo salar) from the Miramichi River, New Brunswick, Canada. ICES Journal of Marine Science, 69(9), 1678�1685. ",https://doi.org/10.1093/icesjms/fss091,Figure 2
